yxmc,xm,zcmc,kcmc,kcbm,xqxs,xqxf,sjms,bz,nj,xn,xq,yqdrs,jsdm,jxlmc
凯原法学院,赵秀举,副教授                  ,民事诉讼法                                        ,001-(2016-2017-2)LA205(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第1节--第2节
下院206(1-16周) 赵秀举(1-16周)
星期五  第3节--第4节
下院208(1-16周) 赵秀举(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,60,下院206,闵行下院        
凯原法学院,陈可倩,副教授                  ,刑法总论                                          ,001-(2016-2017-2)LA114(教学班),64,4,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
东下院104(1-16周).陈可倩
星期五  第3节--第4节
东下院104(1-16周).陈可倩",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,57,东下院104,闵行东下院      
凯原法学院,刘维,助理研究员              ,知识产权法（B类）                                 ,001-(2016-2017-2)LA351(教学班),51,3,"行课安排为第1-16周,其中:
星期四  第6节--第8节
中院201(1-16周) 刘维(1-16周)",王杰老师合上                                                                                                                                                                                                                                                        ,2015,2016-2017,2,25,中院201,闵行中院        
凯原法学院,Matthias Vanhullebus,高等学校教师            ,人权法                                            ,001-(2016-2017-2)LA412(教学班),34,2,"行课安排为第1-11周,其中:
星期五  第6节--第8节
上院102(1-11周) Matthias Vanhullebus(1-11周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,42,上院102,闵行上院        
凯原法学院,朱军,讲师(高校)              ,劳动和社会保障法                                  ,001-(2016-2017-2)LA210(教学班),34,2,"行课安排为第1-16周,其中:
星期一  第3节--第4节
上院102(1-16周) 朱军(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,66,上院102,闵行上院        
凯原法学院,肖俊,讲师(高校)              ,民法                                              ,001-(2016-2017-2)LA108(教学班),64,4,"行课安排为第1周 --- 第12周,其中:
星期二  第11节--第13节
中院205(1-12周).肖俊 讲师(高校)
星期四  第11节--第13节
中院205(1-12周).肖俊 讲师(高校)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,66,中院205,闵行中院        
凯原法学院,秦裕林,教授                    ,认知心理学及其应用                                ,001-(2016-2017-2)PS004(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期二  第11节--第13节
中院106(1-11周).秦裕林 教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,38,中院106,闵行中院        
凯原法学院,李俊明,讲师(高校)              ,财税法                                            ,001-(2016-2017-2)LA363(教学班),34,2,"行课安排为第1-16周,其中:
星期四  第3节--第4节
上院102(1-16周) 李俊明(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,52,上院102,闵行上院        
凯原法学院,何渊,副教授                  ,行政诉讼法                                        ,001-(2016-2017-2)LA226(教学班),34,2,"行课安排为第1-16周,其中:
星期三  第1节--第2节
中院108(1-16周) 何渊(1-16周)
中院108(1-16周) 蒋红珍(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,59,中院108,闵行中院        
凯原法学院,杨力,教授                    ,法理学（B类）                                     ,001-(2016-2017-2)LA100(教学班),32,2,"行课安排为第1周 --- 第12周,其中:
星期一  第11节--第13节
中院110(1-12周).杨力 教授
中院110(1-12周).李学尧 教授
中院110(1-12周).宾凯 副教授",范进学老师合上                                                                                                                                                                                                                                                      ,2015,2016-2017,2,67,中院110,闵行中院        
凯原法学院,杨力,教授                    ,法理学                                            ,001-(2016-2017-2)LA120(教学班),32,2,"行课安排为第1-16周,其中:
星期一  第3节--第4节
中院110(1-16周) 杨力(1-16周)
中院110(1-16周) 李学尧(1-16周)
中院110(1-16周) 宾凯(1-16周)
中院110(1-16周) 范进学(1-16周)",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,60,中院110,闵行中院        
凯原法学院,周铭川,副教授                  ,刑法                                              ,001-(2016-2017-2)LA109(教学班),64,4,"行课安排为第1周 --- 第11周,其中:
星期二  第11节--第13节
中院407(1-11周).周铭川 讲师(高校)
星期五  第11节--第13节
中院407(1-11周).周铭川 讲师(高校)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,41,中院407,闵行中院        
凯原法学院,李剑,教授                    ,经济法                                            ,001-(2016-2017-2)LA314(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期四  第11节--第13节
上院208(1-15周).李剑 教授
上院208(1-15周).侯利阳 教授
上院208(1-15周).尚立娜 讲师(高校)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,40,上院208,闵行上院        
媒体与设计学院,傅炯,副教授                  ,造型设计基础                                      ,001-(2016-2017-2)AD118(教学班),64,4,"行课安排为第9周 --- 第16周,其中:
星期二  第1节--第4节
中院401(9-16周).傅炯
中院401(9-16周).许亭方
星期四  第7节--第10节
中院401(9-16周).傅炯
中院401(9-16周).许亭方",中午空1节吃饭,2016,2016-2017,2,20,中院401,闵行中院        
媒体与设计学院,傅炯,副教授                  ,综合设计表达                                      ,001-(2016-2017-2)ID327(教学班),34,2,"行课安排为第1-8周,其中:
星期四  第1节--第4节(上午8：00--11:40)
 不安排教室 傅炯(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,21,,
媒体与设计学院,周年国,讲师(高校)              ,Flash动画设计                                     ,001-(2016-2017-2)AD216(教学班),51,3,"行课安排为第1-8周,其中:
星期四  第1节--第6节
 不安排教室 周年国(1-8周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,30,,
媒体与设计学院,周年国,讲师(高校)              ,机械设计原理（A类）                               ,001-(2016-2017-2)ID100(教学班),51,3,"行课安排为第5-16周,其中:
星期三  第1节--第4节
 不安排教室 周年国(5-16周)",专用教室                                                                                                                                                                                                                                                            ,2015,2016-2017,2,18,,
媒体与设计学院,周年国,讲师(高校)              ,产品设计工程学                                    ,002-(2016-2017-2)ID303(教学班),32,2,"行课安排为第6周 --- 第15周,其中:
星期四  第11节--第13节
上院209(6-15周).周年国 讲师(高校)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,14,上院209,闵行上院        
媒体与设计学院,周年国,讲师(高校)              ,工艺美术概论                                      ,001-(2016-2017-2)ID321(教学班),34,2,"行课安排为第9-16周,其中:
星期四  第1节--第4节
 不安排教室 周年国(9-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,20,,
媒体与设计学院,张亚光,二级导演                ,纪录片编导                                        ,001-(2016-2017-2)FT328(教学班),51,3,"行课安排为第1周 --- 第12周,其中:
星期二  第1节--第4节
东中院4-303(1-12周).张亚光 二级导演",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,41,东中院4-303,闵行东中院      
媒体与设计学院,邵奇,副教授                  ,视听语言                                          ,001-(2016-2017-2)FT210(教学班),32,2,"行课安排为第1周 --- 第8周,其中:
星期二  第7节--第10节
中院107(1-8周).邵奇",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,23,中院107,闵行中院        
媒体与设计学院,邵奇,副教授                  ,影视艺术导论                                      ,001-(2016-2017-2)FT212(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期二  第11节--第13节
.(1-15周).邵奇 副教授",上课地点：专教207,2015,2016-2017,2,17,,
媒体与设计学院,邵奇,副教授                  ,影视剧导演                                        ,003-(2016-2017-2)FT329(教学班),51,3,"行课安排为第1-12周,其中:
星期一  第6节--第9节
东中院3-102(1-12周) 邵奇(1-12周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,45,东中院3-102,闵行东中院      
媒体与设计学院,邵奇,副教授                  ,影视制作实践:剧情短片                             ,002-(2016-2017-2)FT337(教学班),51,3,"行课安排为第1周 --- 第16周,其中:
星期日  第7节--第8节
.(1-16周).邵奇 副教授",虚拟排课                                                                                                                                                                                                                                                            ,2014,2016-2017,2,41,,
媒体与设计学院,邵奇,副教授                  ,动画课程设计与制作                                ,001-(2016-2017-2)FT406(教学班),80,5,"行课安排为第1周 --- 第15周,其中:
星期六  第2节--第4节
.(1-15周).邵奇 副教授
.(1-15周).萧冰 副教授
.(1-15周).王宏卫 讲师(高校)",吴湛微老师合上                                                                                                                                                                                                                                                      ,2013,2016-2017,2,11,,
媒体与设计学院,童清艳,教授                    ,新闻实务（三）                                    ,001-(2016-2017-2)JC222(教学班),51,3,"行课安排为第5周 --- 第16周,其中:
星期二  第7节--第10节
东中院1-201(5-16周).童清艳",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,44,东中院1-201,闵行东中院      
媒体与设计学院,邓林,副教授                  ,动画概论(B类)                                     ,002-(2016-2017-2)FT206(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期三  第11节--第13节
中院313(1-11周).邓林 副教授",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,16,中院313,闵行中院        
媒体与设计学院,邓林,副教授                  ,西方文化管理概论                                  ,001-(2016-2017-2)PU235(教学班),51,3,"行课安排为第1-16周,其中:
星期三  第1节--第3节
下院201(1-16周) 邓林(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,22,下院201,闵行下院        
媒体与设计学院,谢金文,教授                    ,新闻媒介与社会                                    ,002-(2016-2017-2)SO923(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第9节--第10节
中院307(1-16周).谢金文 教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,100,中院307,闵行中院        
媒体与设计学院,谢金文,教授                    ,新闻媒介与社会                                    ,003-(2016-2017-2)SO923(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期一  第7节--第10节
中院105(19-22周).谢金文 教授
星期三  第7节--第10节
中院105(19-22周).谢金文 教授",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,60,中院105,闵行中院        
媒体与设计学院,张帆,高级工程师              ,摄影基础                                          ,001-(2016-2017-2)AD013(教学班),34,2,"行课安排为第1-8周,其中:
星期二  第1节--第4节
 不安排教室 张帆(1-8周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,17,,
媒体与设计学院,张帆,高级工程师              ,广告摄影                                          ,003-(2016-2017-2)AD232(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期一  第1节--第8节
上院212(19-22周).张帆 高级工程师",夏季学期，实践类课程，适合小班教学，第一次课在多媒体教室上课                                                                                                                                                                                                        ,0,2016-2017,2,40,上院212,闵行上院        
媒体与设计学院,张帆,高级工程师              ,广告摄影                                          ,002-(2016-2017-2)AD232(教学班),34,2,"行课安排为第1-8周,其中:
星期一  第7节--第10节
 不安排教室 张帆(1-8周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,30,,
媒体与设计学院,王琦,副研究员                ,篆、隶、楷书                                      ,001-(2016-2017-2)PA203(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期二  第11节--第13节
中院306(1-15周).王琦 助理研究员",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,13,中院306,闵行中院        
媒体与设计学院,王琦,副研究员                ,花卉与草虫禽鸟                                    ,001-(2016-2017-2)PA302(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期三  第11节--第13节
中院306(1-15周).王琦 助理研究员",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,9,中院306,闵行中院        
媒体与设计学院,王琦,副研究员                ,毕业创作与论文                                    ,001-(2016-2017-2)PA405(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期一  第11节--第13节
中院306(1-15周).王琦 助理研究员",                                                                                                                                                                                                                                                                    ,2013,2016-2017,2,8,中院306,闵行中院        
媒体与设计学院,张帆,副教授                  ,设计表达                                          ,001-(2016-2017-2)AD119(教学班),64,4,"行课安排为第1周 --- 第8周,其中:
星期二  第7节--第10节
中院103(1-8周).张帆
星期四  第7节--第10节
中院103(1-8周).张帆",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,20,中院103,闵行中院        
媒体与设计学院,张帆,副教授                  ,专题设计（5）,001-(2016-2017-2)ID308(教学班),34,2,"行课安排为第1-8周,其中:
星期二  第1节--第4节
 不安排教室 张帆(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,25,,
媒体与设计学院,崔辰,助理研究员              ,影视文化概论                                      ,001-(2016-2017-2)FT351(教学班),51,3,"行课安排为第1-12周,其中:
星期二  第7节--第10节
下院301(1-12周) 崔辰(1-12周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,25,下院301,闵行下院        
媒体与设计学院,林迅,教授                    ,设计思维                                          ,002-(2016-2017-2)AD117(教学班),32,2,"行课安排为第9-16周,其中:
星期二  第1节--第4节
下院306(9-16周) 林迅(9-16周)",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,27,下院306,闵行下院        
媒体与设计学院,林迅,教授                    ,设计思维                                          ,003-(2016-2017-2)AD117(教学班),32,2,"行课安排为第9周 --- 第16周,其中:
星期二  第7节--第10节
上院101(9-16周).林迅",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,20,上院101,闵行上院        
媒体与设计学院,林迅,教授                    ,设计思维                                          ,001-(2016-2017-2)AD117(教学班),34,2,"行课安排为第9-16周,其中:
星期二  第1节--第4节
下院306(9-16周) 林迅(9-16周)",与16级视觉传达合上,2015,2016-2017,2,35,下院306,闵行下院        
媒体与设计学院,李晓静,副教授                  ,新媒体与社会                                      ,001-(2016-2017-2)JC225(教学班),34,2,"行课安排为第1-16周,其中:
星期一  第7节--第8节
上院102(1-16周) 李晓静(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,42,上院102,闵行上院        
媒体与设计学院,李晓静,副教授                  ,传播学概论                                        ,001-(2016-2017-2)JC250(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期一  第11节--第13节
上院102(1-15周).李晓静 副教授",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,23,上院102,闵行上院        
媒体与设计学院,李晓静,副教授                  ,新媒体与社会                                      ,001-(2016-2017-2)JC455(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期二  第11节--第13节
上院308(1-15周).李晓静 副教授
上院308(1-15周).王昊 副研究员",                                                                                                                                                                                                                                                                    ,2013,2016-2017,2,17,上院308,闵行上院        
媒体与设计学院,李晓静,副教授                  ,毕业论文                                          ,001-(2016-2017-2)JC456(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期六  第2节--第4节
.(1-15周).李晓静 副教授",虚拟时间                                                                                                                                                                                                                                                            ,2013,2016-2017,2,11,,
媒体与设计学院,薛可,教授                    ,社会实习（传播学）（一）                          ,001-(2016-2017-2)JC221(教学班),102,6,"行课安排为第1-16周,其中:
星期日  第1节--第6节
 不安排教室 薛可(1-16周)",虚拟时间                                                                                                                                                                                                                                                            ,2015,2016-2017,2,41,,
媒体与设计学院,薛可,教授                    ,社会实习（传播学）（2）,001-(2016-2017-2)JC333(教学班),170,10,"行课安排为第1周 --- 第16周,其中:
星期六  第9节--第12节
.(1-16周).薛可",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,41,,
媒体与设计学院,刘春荣,副教授                  ,计算机辅助设计（2）,001-(2016-2017-2)CS213(教学班),48,3,"行课安排为第1-12周,其中:
星期五  第7节--第10节
 不安排教室 刘春荣(1-12周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,19,,
媒体与设计学院,姚欣保,研究员                  ,新闻实务（一）                                    ,001-(2016-2017-2)JC104(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第5节
东上院405(1-16周).姚欣保",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,36,东上院405,闵行东上院      
媒体与设计学院,姚欣保,研究员                  ,中国新闻解读与中国问题研究                        ,002-(2016-2017-2)SP199(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第9节--第10节
中院102(1-16周).姚欣保 研究员",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,30,中院102,闵行中院        
媒体与设计学院,姚欣保,研究员                  ,时政评论                                          ,002-(2016-2017-2)SP222(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第11节--第12节
中院102(1-16周).姚欣保 研究员",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,16,中院102,闵行中院        
媒体与设计学院,许亭方,讲师(高校)              ,设计素描                                          ,002-(2016-2017-2)AD003(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期二  第1节--第8节
上院103(19-22周).许亭方 讲师(高校)",夏季学期，自备铅笔、橡皮、A4纸,0,2016-2017,2,99,上院103,闵行上院        
媒体与设计学院,许亭方,讲师(高校)              ,色彩构成                                          ,002-(2016-2017-2)AD210(教学班),48,3,"行课安排为第1周 --- 第8周,其中:
星期二  第1节--第6节
中院302(1-8周).许亭方",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,28,中院302,闵行中院        
媒体与设计学院,许亭方,讲师(高校)              ,色彩构成                                          ,001-(2016-2017-2)AD210(教学班),48,3,"行课安排为第1周 --- 第8周,其中:
星期四  第6节--第11节
中院102(1-8周).许亭方",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,25,中院102,闵行中院        
媒体与设计学院,许亭方,讲师(高校)              ,色彩构成                                          ,001-(2016-2017-2)AD224(教学班),48,3,"行课安排为第1周 --- 第8周,其中:
星期二  第11节--第13节
中院409(1-8周).许亭方 讲师(高校)
星期五  第11节--第13节
中院409(1-8周).许亭方 讲师(高校)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,25,中院409,闵行中院        
媒体与设计学院,许亭方,讲师(高校)              ,空间导向设计                                      ,002-(2016-2017-2)AD226(教学班),51,3,"行课安排为第9-16周,其中:
星期四  第1节--第6节
 不安排教室 许亭方(9-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,26,,
媒体与设计学院,戴永明,副教授                  ,传播伦理与法规（一）                              ,001-(2016-2017-2)JC111(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
上院203(1-16周).戴永明",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,32,上院203,闵行上院        
媒体与设计学院,戴永明,副教授                  ,新闻采访与写作                                    ,001-(2016-2017-2)JC303(教学班),64,4,"行课安排为第1周 --- 第11周,其中:
星期二  第11节--第13节
上院309(1-11周).戴永明 副教授
星期四  第11节--第13节
上院309(1-11周).戴永明 副教授",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,7,上院309,闵行上院        
媒体与设计学院,孔繁强,副教授                  ,城市公共艺术                                      ,001-(2016-2017-2)AD235(教学班),102,6,"行课安排为第1-16周,其中:
星期四  第1节--第6节
 不安排教室 孔繁强(1-16周)",另外16学时虚拟安排,2015,2016-2017,2,21,,
媒体与设计学院,孔繁强,副教授                  ,雕塑                                              ,001-(2016-2017-2)AD314(教学班),68,4,"行课安排为第9-16周,其中:
星期二  第1节--第8节
 不安排教室 孔繁强(9-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,4,,
媒体与设计学院,张立群,副教授                  ,开源和创意建模                                    ,001-(2016-2017-2)DR102(教学班),64,4,"行课安排为第19周 --- 第22周,其中:
星期二  第1节--第8节
.(19-22周).张立群 副教授
星期四  第1节--第8节
.(19-22周).张立群 副教授",仅限工业设计专业，外专业学生请勿选                                                                                                                                                                                                                                  ,2016,2016-2017,2,21,,
媒体与设计学院,张立群,副教授                  ,产品设计（3）,001-(2016-2017-2)ID311(教学班),85,5,"行课安排为第7-16周,其中:
星期一  第1节--第4节
 不安排教室 张立群(7-16周)
 不安排教室 常丹妮(7-16周)
星期三  第1节--第4节
 不安排教室 张立群(7-16周)
 不安排教室 常丹妮(7-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,27,,
媒体与设计学院,张立群,副教授                  ,设计管理概论                                      ,001-(2016-2017-2)ID322(教学班),51,3,"行课安排为第1-12周,其中:
星期一  第6节--第9节
 不安排教室 张立群(1-12周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,25,,
媒体与设计学院,赵明,讲师(高校)              ,西方建筑史                                        ,001-(2016-2017-2)AD217(教学班),51,3,"行课安排为第1周 --- 第16周,其中:
星期一  第6节--第8节
上院309(1-16周).赵明",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,24,上院309,闵行上院        
媒体与设计学院,赵明,讲师(高校)              ,中国建筑史                                        ,001-(2016-2017-2)AD219(教学班),34,2,"行课安排为第9-16周,其中:
星期二  第7节--第10节
下院404(9-16周) 赵明(9-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,21,下院404,闵行下院        
媒体与设计学院,赵明,讲师(高校)              ,平面构成                                          ,003-(2016-2017-2)AD229(教学班),48,3,"行课安排为第1周 --- 第8周,其中:
星期三  第11节--第13节
下院106(1-8周).赵明 讲师(高校)
星期四  第11节--第13节
下院106(1-8周).赵明 讲师(高校)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,23,下院106,闵行下院        
媒体与设计学院,赵明,讲师(高校)              ,室内设计（4）,002-(2016-2017-2)AD310(教学班),102,6,"行课安排为第1-8周,其中:
星期二  第1节--第6节
 不安排教室 赵明(1-8周)
星期四  第1节--第6节
 不安排教室 杨海勇(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,22,,
媒体与设计学院,施健,副教授                  ,专题设计（3）,001-(2016-2017-2)ID206(教学班),17,1,"行课安排为第13-16周,其中:
星期五  第7节--第10节
 不安排教室 施健(13-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,19,,
媒体与设计学院,施健,副教授                  ,宝玉石鉴定法                                      ,001-(2016-2017-2)PH015(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期一  第11节--第13节
.(1-11周).施健 副教授",上课地点：珠宝实验室 媒设大楼B106-108,0,2016-2017,2,21,,
媒体与设计学院,施健,副教授                  ,地球科学                                          ,002-(2016-2017-2)PH020(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期一  第9节--第10节
东下院110(1-16周).施健 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,148,东下院110,闵行东下院      
媒体与设计学院,戴力农,副教授                  ,环境心理学                                        ,001-(2016-2017-2)AD121(教学班),32,2,"行课安排为第9周 --- 第16周,其中:
星期五  第1节--第4节
中院104(9-16周).戴力农",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,23,中院104,闵行中院        
媒体与设计学院,戴力农,副教授                  ,空间导向设计                                      ,001-(2016-2017-2)AD226(教学班),51,3,"行课安排为第1-16周,其中:
星期一  第3节--第5节
下院204(1-16周) 戴力农(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,21,下院204,闵行下院        
媒体与设计学院,李鹏程,讲师(高校)              ,印刷设计                                          ,002-(2016-2017-2)ID407(教学班),51,3,"行课安排为第9周 --- 第16周,其中:
星期四  第1节--第6节
.(9-16周).李鹏程 讲师(高校)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,28,,
媒体与设计学院,李鹏程,讲师(高校)              ,版式设计                                          ,002-(2016-2017-2)JC114(教学班),64,4,"行课安排为第9周 --- 第16周,其中:
星期一  第3节--第10节
中院202(9-16周).李鹏程",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,30,中院202,闵行中院        
媒体与设计学院,李康化,教授                    ,专业实习（文化艺术管理）                          ,002-(2016-2017-2)PU416(教学班),340,20,"行课安排为第1周 --- 第16周,其中:
星期日  第1节--第2节
.(1-16周).李康化 副教授",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,30,,
媒体与设计学院,李康化,教授                    ,文化市场营销                                      ,002-(2016-2017-2)PU418(教学班),51,3,"行课安排为第1周 --- 第16周,其中:
星期二  第1节--第3节
东中院4-505(1-16周).李康化 副教授
东中院4-505(1-16周).吴春集 高等学校教师",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,28,东中院4-505,闵行东中院      
媒体与设计学院,胡慈舟,讲师(高校)              ,影视音乐与音效                                    ,001-(2016-2017-2)FT304(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期二  第11节--第13节
东下院205(1-11周).胡慈舟 讲师(高校)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,8,东下院205,闵行东下院      
媒体与设计学院,禹卫华,副研究员                ,新媒体导论                                        ,003-(2016-2017-2)JC213(教学班),34,2,"行课安排为第9-16周,其中:
星期二  第7节--第10节
下院511(9-16周) 禹卫华(9-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,29,下院511,闵行下院        
媒体与设计学院,王茜,讲师(高校)              ,市场营销理论与实务                                ,001-(2016-2017-2)BU105(教学班),48,3,"行课安排为第9周 --- 第16周,其中:
星期一  第6节--第8节
中院409(9-16周).王茜
星期五  第6节--第8节
中院409(9-16周).王茜",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,32,中院409,闵行中院        
